id,title,is_certificate_issued,description,authors,schedule_type,learners_count,quizzes_count,time_to_complete,language,target_audience,is_paid
51420,Моделирование в Компас-3D для начинающих,true,"<p style=""text-align: justify;"">Компас-3D – это система автоматизированного проектирования, одной из главных функций которой является создание 3D-моделей объектов.  Трехмерное моделирование лежит в основе таких интересных процессов как 3D-печать, создание виртуальной реальности и компьютерных игр, проектирование различных изделий и объектов и т.д.</p>

<p style=""text-align: justify;"">Этот курс:</p>

<ul>
	<li style=""text-align: justify;"">Поможет овладеть основными инструментами работы в системе Компас-3D;</li>
	<li style=""text-align: justify;"">Познакомит с принципами трехмерного моделирования;</li>
	<li style=""text-align: justify;"">Научит разрабатывать, редактировать 3D-модели и манипулировать (управлять) ими;</li>
	<li style=""text-align: justify;"">Покажет основные приемы создания сборок из отдельных объектов.</li>
</ul>

<p>Курс «Моделирование в Компас-3D для начинающих» послужит стартом в изучении возможностей системы Компас-3D и освоении увлекательного мира трехмерного моделирования.</p>",{41703762},self_paced,1219,30,12077,ru,"Курс предназначен для школьников и всех желающих, кто хочет научиться основам работы в системе Компас-3D.",false
51367,Обществознание. Учебный курс,false,"<p>Данный учебный курс предназначен для дистанционного обучения школьников. он включает в себя несколько разделов по обществознанию, изучаемые в школьном курсе.</p>
",{37988823},self_paced,88,40,16824,ru,10-11 классы,false
51345,Информатика в школе ,false,"<p>курс создается с  целью использования на уроках информатики. Находится в процесс создания и разработки. Включает в себя задания  по программированию Двумерные Массивы (Паскаль), Циклы с параметром, процедуры и функции, списки (Пайтон), задание 18 ОГЭ, Электронные таблицы: задание 19 ОГЭ.</p><p><br></p><p> 

Пишите код так, как будто сопровождать его будет склонный к насилию психопат, который знает, где вы живёте

  (<a href=""https://ru.wikipedia.org/w/index.php?title=%D0%94%D0%B6%D0%BE%D0%BD_%D0%A4._%D0%92%D1%83%D0%B4%D1%81&amp;action=edit&amp;redlink=1"" rel=""nofollow noopener noreferrer"" title=""Link: https://ru.wikipedia.org/w/index.php?title=%D0%94%D0%B6%D0%BE%D0%BD_%D0%A4._%D0%92%D1%83%D0%B4%D1%81&amp;action=edit&amp;redlink=1"">Джон Ф. Вудс</a>)<br></p>",{36751342},self_paced,310,60,35823,ru,"",false
51235,"Охрана труда для ""чайников""",false,<p>Охрана труда для руководителей и специалистов</p>,{74727296},self_paced,975,56,2994,ru,"",false
51214,Программирование станка с системой ЧПУ FANUC (и Sinumerik),false,"<p>В этом курсе учащиеся получат знания, необходимые для написания управляющих программ для станков с ЧПУ, научатся эффективным приемам программирования, будут уверенно подходить к разработке программ на сложные детали.</p>",{57976734},self_paced,576,46,13954,ru,"Все, кто желает научиться программировать станки с ЧПУ, или повысить свою квалификацию",false
51211,Разработка игр на Unity 3D,false,"<p>Подробные видео - уроки по созданию 3D игр на движке Unity от команды Roonyx.tech и школы программирования Step to Science.</p>

<p>Данный курс позволит вам сделать первые шаги в профессию game-developer: разобраться в сложном функционале кроссплатформенного движка, научиться  работать со скриптами, с физикой объектов, передавать реалистичность с помощью эффектов и дизайна игрового мира.</p>

<p>За основу урока, мы всегда берем коммерчески успешные проекты, на которых вы будете учиться.</p>

<p>За этим материалом стоит 5-летний опыт преподавания Unity для студентов и junior разработчиков. Поэтому мы знаем, как передать сложный материал доступным, понятным языком. И знаем, какие проекты необходимо выполнить, чтобы освоить самый востребованный инструмент в игровой индустрии.</p>
","{74574817,121545213}",self_paced,126,11,4487,ru,"Для юных программистов, студентов и фанатов игровой индустрии, которые хотят научиться самостоятельно разрабатывать компьютерные игры на Unity 3D.",true
49808,Тренировочные варианты ЕГЭ по информатике,false,"<p>Курс предназначен для учеников 10-11 классов, которые интересуются информатикой и готовятся к сдаче экзамена. Курс включает все темы, необходимые для успешной сдачи первой и второй части ЕГЭ.</p>

<p>Курс представляет с собой тренировочные варианты заданий ЕГЭ по информатике.</p>
","{1825018,48959503}",self_paced,1079,749,106123,ru,Ученики 10-11 классов,false
51181,Основы конструкции автомобиля,false,"<p style=""text-align: justify;"">Авторы курса ""Основы конструкции автомобиля"", сотрудники кафедры ""Автомобили"" МАДИ, провели анализ конструкций современных автомобилей.</p>

<p style=""text-align: justify;"">Привели их классификацию, сформулировали требования к автомобилям и их узлам.</p>

<p style=""text-align: justify;"">На примере конкретных конструкций рассмотрели преимущества и недостатки наиболее популярных технических решений.</p>

<p style=""text-align: justify;"">Курс является учебным пособием для студентов технических специальностей автомобильных вузов при изучении курса «Основы конструкции автомобиля» — начального этапа профессиональной автомобильной подготовки.</p>

<p style=""text-align: justify;"">Он может также использоваться для курса «Техника транспорта» в рамках подготовки экономистов и менеджеров автомобильного профиля в вузах, а также в системе среднего профессионального образования.</p>

<p>Вместе с тем, популярная форма изложения материала позволяет надеяться, что курс будет полезен всем, кто интересуется техническим устройством и обслуживанием современных автомобилей.</p>

<p> </p>

<p> </p>
",{67603387},self_paced,465,145,6778,ru,Курс предназначен для студентов технических специальностей.,false
51176,Физическая культура. Фитнес,false,"<p>﻿ Пособие отличается наглядной<br>визуализацией фитнес упражнений, их теоретической основы, особенностями<br>фитнеса для юношей и девушек, рекомендациями для студентов<br>специальных медицинских групп. Разработанные комплексы могут<br>дополнительно выполняться дистанционно, учитывая индивидуальные<br>особенности студентов. В структуре пособия представлено четыре<br>компонента фитнеса, такие как атлетическая гимнастика, аэробика,<br>аквафитнес и кроссфит.</p><p><br>Пособие также может быть рекомендовано специалистам в области<br>физической культуры, тренерам, фитнес инструкторам, будущим бакалаврам<br>ФК, и всем желающим улучшить физическое состоянии и снизить массу<br>тела.</p><p><br>Пособие прекрасно иллюстрировано, включает видео упражнений,<br>теоретическую основу и практические рекомендации, имеет гиперссылки на<br>учебные пособия и рекомендуемую литературу.<br></p>","{106281299,106286043}",self_paced,9246,16,6287,ru,"",false
51168,"Интернет. Веб-разработка 7-11 кл. HTML, CSS, JS",false,"<p>Курс для школьников 7-11 классов общеобразовательных школ, который на доступном уровне раскрывает основные понятия компьютерных сетей, адресации, веб-разработки для начинающих. Курс не является сложным, но есть задания ""со звездочкой"". Успехов!</p><p>

Больше учебных материалов, курсов (в том числе подсказок и ответов на некоторые задания этого курса) ищите на сайте <a href=""http://msolkin.ru/"" rel=""nofollow noopener noreferrer"">msolkin.ru</a>


<br></p>",{29417050},self_paced,1518,236,23133,ru,7-11 классы (школьники),false
51162,Посмотри на мир с помощью математики!,false,"",{40046173},self_paced,194,97,2959,ru,Учащиеся 6 класса,false
51141,"Государство: понятие, признаки, виды",false,"<p>Курс посвящен основам теории государства. Освещает такие вопросы, как:</p><p>- понятие и признаки государства</p><p>- теории происхождения государства</p><p>- виды государств по форме правления, форме государственного устройства, политическому режиму</p>",{18120598},self_paced,297,17,5383,ru,"",false
51112,Интерактивный учебник по программированию на C++,true,"<p>В учебнике содержится 566 задач по программированию на языке C++. Большое внимание уделяется методике решения. По шагам разбираются трудные задачи по принципу ""от простого к сложному"".  Широко используется STL. Все задачи проверяются автоматически платформой Stepik. Курс не имеет дедлайнов!</p><p>В этом курсе нет ни одного видео. Но его отсутствие компенсируется большим количеством примеров с подробными комментариями и пояснениями. Особенностью данного курса является то, что в некоторых случаях приходится набирать руками текст программы из 10, а то и из 20 строк кода, для того, чтобы протестировать программу на закрытом тесте. Конечно, проще было бы скопировать текст программы в окно среды программирования и выполнить его, но я вижу педагогическую ценность именно первого подхода.</p><p>Большое спасибо тем, кто сообщал о найденных ошибках. Они все были исправлены. </p><p>Курс состоит из 48 уроков по 16 степов в каждом. В новом учебном 2019-2020 году планируется запуск нового курса с темами, которые не вошли по тем или иным причинам в данный курс. </p><p>Желаю Вам удачи в прохождении курса! </p><p><span style=""font-size: 1em; background-color: transparent;"">﻿ ﻿﻿</span><br></p>",{35544041},self_paced,511,75,236718,ru,"Учащиеся общеобразовательных школ, изучающие углублённо программирование. Студенты начальных курсов.",true
51108,Основы программирования на языке Python,false,"<p><strong>﻿</strong>Курс рассчитан на учащихся изучающих основы программирования на языке программирования Python.</p>

<p>При изучении данного курса Вы познакомитесь с базовыми понятиями программирования.</p>

<p>Сложно научиться программировать не имея достаточной практики, поэтому в качестве домашних заданий Вам будет предложено большое количество задач, в которых Вы сможете потренировать своё умение программировать.<br>
Ваши решения будут проверяться автоматической системой, поэтому Вы будете получать быструю обратную связь.</p>
",{73324839},self_paced,717,142,49891,ru,"учащиеся 7-х, 8-х, 9-х классов",false
51023,Работа судебного юриста с гражданским делом. Некоторые основы.,false,"<p>Неуверенность и страх - это то, что всегда сопровождает начинающего юриста, когда он попадает в мир юридической практики. Что, как, где, куда? Бегу, не туда, обратно, документы, сделки, ксерокс, почта, глаза разбегаются, сроки поджимают, шеф орёт, а послезавтра процесс. С какого боку подойти к делу?! Что с ним делать, чтобы всё в суде получилось?! А что в суде должно получиться???!!!  Порой вечерами эти размышления способны свести с ума. И заставить бросить всё и спрятаться от всех в самом потаённом уголке мира.  Да да, я до сих пор помню своего первого клиента и свой первый процесс, а поэтому всё это мне знакомо :)</p>

<p>Именно для того, чтобы начинающие юристы не повторили моих ошибок и не тратили время и нервы по пустякам, я решил создать курс профессиональных навыков юриста, теперь дистанционный, который способен дать основное понимание того, как подходить к гражданскому делу, как его анализировать, как выходить на позицию и составлять юридические документы, как говорить в суде, проводить допрос и выступать в судебных прениях. Как именно, чтобы было понятно, что делать. И чтобы получилось сделать. КАК ИМЕННО. Вот об этом и будет курс.</p>
",{71187148},self_paced,1528,53,12778,ru,"1. Студенты бакалавриата и магистратуры юридических вузов.

2. Стажёры и сотрудники Юридических клиник.

3. Преподаватели и кураторы Юридических клиник, а также центров повышения квалификации юристов и адвокатов.

4. Юристы разных юридических профессий со стажем до 3-х лет.

5. Старшеклассники школ, решающие, стоит им всё-таки быть юристами или нет :)",false
51015,MS Visio – рисовалка для всех и вся,false,"<p>Курс позволяет освоить возможности векторного графического
редактора для создания, прежде всего, графических документов, необходимых как
студентам, так и специалистам различных видов бизнеса. Для обучения необходимы
начальные знания о работе в MS Word.</p>

<p>Курс является начальным, в котором изложены основные
приёмы работы в редакторе. Полученных знаний будет вполне достаточно для
решения типовых задач при создании документов деловой графики: от структурных схем,
до конструкторско-технической документации.</p>",{72387447},self_paced,383,19,9006,ru,"Пользователи ПК, которым хочется научится создавать графическую документы различного назначения",false
50927,Олимпиада ОИК (январь 2019),false,"<p>Олимпиада разработана и проводится в поддержку учебного курса ""Основы информационной культуры школьника"". <br></p><p>Проверка выполненных заданий - 25 января и 1 февраля.</p>",{132771},ended,118,44,7948,ru,"",false
50864,География 10-11 класс,false,"",{72097867},self_paced,578,55,18411,ru,"",false
50854,Интервьюирование и консультирование для начинающих юристов,true,"<p>Умение быть понятным и понятым, а также умение правильно спрашивать, а после слушать и слышать, понимая сказанное, - это то, что лежит в базе множества юридических навыков. Их иногда называют коммуникативными. И конечно на этих умениях основывается такая деятельность юриста, которая называется юридическое консультирование. </p>

<p>Сегодня вряд ли можно найти юриста, который не консультирует ...</p>

<p>Именно о том, как устроено юридическое консультирование, о том, как спросить, чтобы узнать, как говорить, чтобы Вас понимали, и будет предлагаемый Вам курс.</p>

<p>Курс состоит из двух больших частей. В первой части Вы можете узнать об устройстве интервьюирования и консультирования клиента, а также некоторые основы клиентоориентированной юридической практики. Причём я постарался сделать акцент на технологические вопросах, то есть на том, как это устроено или как это делать, чтобы получилось сделать.</p>

<p>Вторая часть в большей мере ориентирована на тех, кому предстоит преподавать (тренировать) других. Здесь я имею в виду преподавателей и тренеров профессиональных навыков, кураторов юридических клиник и т.д. Поэтому кроме собственно предмета можно узнать и то, как этому предмету можно обучать.</p>

<p>Поэтому приглашаю зайти, ведь не исключено, что Вам может понравиться :)</p>

<p> </p>
",{71187148},self_paced,949,31,7114,ru,"1. Учащиеся старших классов, раздумывающих о карьере юриста (адвоката).

2. Студенты бакалавриата и магистратуры, готовящие себя к юридической практике.

3. Студенты юридических клиник.

4. Практикующие юристы и адвокаты со стажем до 3-х лет.

5. Кураторы юридических клиник, а также начинающие преподаватели и тренеры профессиональных навыков юриста.",false
50850,Python для анализа данных,true,"<p>В ходе курса вы узнаете об инструментах, которые предоставляет язык Python для работы с данными. В начале вас ждет краткий ликбез по матанализу, линейной алгебре и математической статистике. Также вы познакомитесь с основными библиотеками для анализа данных. Далее вы разберетесь в методах анализа данных и использовании их с помощью Python. Материалы и задания курса подобраны так, чтобы у вас сформировалось представление об анализе данных и рабочих задачах специалистов по машинному обучению. На практике вы попробуете решить подобные задачи и разобраться в этом ещё глубже.</p>",{43769607},self_paced,239,132,96951,ru,"",true
49802,Pascal,false,"<p>Данный курс предназначен для учащихся 5-11 классов, которые только начинают изучение основ алгоритмизации и программирования на базе языка программирования Pascal. В курсе размещены задачи для детальной проработки навыков работы с операторами языка, записи выражений и языковых конструкций для решения задач.</p><p>От элементарного вывода до вычисления сложных математических выражений, работа с массивами, строками. Так же данный курс отлично подходит для подготовки к решению олимпиадных задач.</p><p>Курс находится в разработке, постоянно пополняется.<br></p>",{63519673},self_paced,1205,80,25179,ru,"",false
50700,"Работа в СДО Moodle. Роль ""Преподаватель""",false,"<p><strong>Система дистанционного обучения (СДО) Мoodle</strong> представляет собой программную среду для размещения учебных и методических материалов и организации учебного процесса на их основе.</p>

<p>СДО Moodle предлагает широкий спектр возможностей для полноценной поддержки процесса обучения в дистанционной среде – разнообразные способы представления учебного материала, проверки знаний и контроля успеваемости.</p>

<p>В курсе дается описание задач и функций преподавателя дистанционного курса, подробные инструкции по работе с курсом.</p>

<ul style=""list-style-type: disc;"">
</ul>

<p>В каждом уроке курса добавлено видео с дополнительными материалами по теме.</p>

<p>В конце каждого урока предлагаются тестовые задания для закрепления материала. Решения будут проверяться системой автоматически.</p>

<p>Курс подготовлен <a href=""https://crit.bspu.by/%d0%be%d1%82%d0%b4%d0%b5%d0%bb%d1%8b-%d1%86%d0%b5%d0%bd%d1%82%d1%80%d0%b0/%d0%be%d1%82%d0%b4%d0%b5%d0%bb-%d0%b4%d0%b8%d1%81%d1%82%d0%b0%d0%bd%d1%86%d0%b8%d0%be%d0%bd%d0%bd%d0%be%d0%b3%d0%be-%d0%be%d0%b1%d1%83%d1%87%d0%b5%d0%bd%d0%b8%d1%8f/"" rel=""nofollow noopener noreferrer"" title=""Link: https://crit.bspu.by/%d0%be%d1%82%d0%b4%d0%b5%d0%bb%d1%8b-%d1%86%d0%b5%d0%bd%d1%82%d1%80%d0%b0/%d0%be%d1%82%d0%b4%d0%b5%d0%bb-%d0%b4%d0%b8%d1%81%d1%82%d0%b0%d0%bd%d1%86%d0%b8%d0%be%d0%bd%d0%bd%d0%be%d0%b3%d0%be-%d0%be%d0%b1%d1%83%d1%87%d0%b5%d0%bd%d0%b8%d1%8f/"">отделом дистанционного обучения</a><a href=""https://crit.bspu.by/"" rel=""nofollow noopener noreferrer""><em><strong> Центра развития информационных технологий</strong></em></a><a href=""https://bspu.by/"" rel=""nofollow noopener noreferrer""><strong> БГПУ им.М.Танка</strong>. </a></p>
",{51505327},self_paced,161,56,12207,ru,"Преподаватели ВУЗов, которые используют в своей работе систему дистанционного обучения (СДО) Moodle 2.9.9.",false
50672,Английский для медиков (English for medical students),false,"<p>Данный курс направлен на расширение словарного запаса. Курс состоит из 3-х модулей: Human body, Diseases and illnesses, Medical practice. Модуль Human body посвящен строению человеческого тела. Diseases and illnesses описывает наиболее распространенные болезни и их симптомы. Medical practice рассматривает темы, связанные непосредственно с медицинской практикой специалиста (прием, обследование, лечение, медицинское оборудование, виды медицинских специалистов и др.).<br></p>",{68401065},self_paced,840,55,9231,ru,"Данный курс будет полезен студентам, медикам и всем тем, чья профессиональная деятельность связана с медициной. ",false
50659,Подготовка к ОГЭ по информатике,false,"<p><span>Курс предназначен для учеников 8-9 классов, которые интересуются информатикой и готовятся к сдаче экзамена. Курс включает все темы, необходимые для успешной сдачи ОГЭ: системы счисления, алгебра логики, файловая система, кодирование информации, программирование, составление алгоритмов и исполнителей, а также обработка данных в программе Microsoft Office Excel. </span></p><p><span>В курсе разберем все задачи с открытого банка заданий.  </span><br></p>",{1825018},self_paced,510,279,19731,ru,"Ученики 8-9 классов, которые готовятся к ОГЭ",false
50621,Применение технологии смешанного обучения на уроках информатики.,false,"<p><b>                                                              Добро пожаловать!!!</b></p><p><b>Задавались ли Вы когда - нибудь вопросом о том, как можно разнообразить учебный процесс? </b><b>Ваши ученики совсем не хотят учиться, их интересуют только гаджеты и компьютерные игры? У Вас совсем опускаются руки и Вы задумываетесь над тем, чтобы бросить все и уйти из профессии ""Учитель""?</b></p><p><b>                                                                          СТОП!!!  </b></p><p><b>Пора взять себя в руки, записаться на данный курс и начать проводить самые интересные уроки! Ваши ученики будут с удовольствием бежать к Вам в класс, выполнять домашние задания и задавать миллион интересующих их вопросов!</b></p><p><b>﻿Смешанное обучение доступно для каждого начинающего и уже состоявшегося учителя, стоит начать и Вы уже никогда не сможете отказаться от этого!!!</b><br></p><p>Данный курс состоит из 3 модулей и 11 уроков. После прохождения уроков Вам будет предложено выполнить задания разного характера (от простого теста до написания эссе). </p><p>Итогом будет служить написанное Вами эссе, в котором Вы сможете показать все свои знания, полученные во время прохождения курса, а так же разработать свой собственный урок по информатике с использованием моделей смешанного обучения.</p><p><span class=""image-wrapper""></span></p><p style=""text-align: center;""><img class=""image-fullsize"" src=""https://ucarecdn.com/0b18b0a0-14c9-42d3-b07a-8be9cb2a4199/"" title=""Image: https://ucarecdn.com/0b18b0a0-14c9-42d3-b07a-8be9cb2a4199/""></p><p><br></p>",{64231934},self_paced,129,13,6848,ru,Учителя и студенты педагогических ВУЗов.,false
50527,Биологические основы психопатологий,true,"<p><br>Курс направлен на формирование у слушателей знаний о биологических механизмах наиболее распространенных психопатологий, таких как тревожные расстройства, депрессия, биполярное расстройство, шизофрения и др., а также об основных нерешенных вопросах в области биологии данных заболеваний.<br><br>Слушатели курса познакомятся с современными данными генетики, молекулярной биологии, нейровизуализации в отношении патогенеза психических расстройств.<br><br>Виртуальная лабораторная работа позволит студентам приобрести начальные навыки анализа поведенческих тестов на модельных животных (крысы). <br><br>_______________________</p><p><b>Трудоемкость курса</b><br>Курс рассчитан на 7 недель. Средняя недельная нагрузка обучающегося по курсу - 12 академических часов.<br><br><b>Результаты освоения курса</b><br>В результате освоения курса «Биологические основы психических расстройств» студент будет:<br><br>Знать:<br>- основные нерешенные вопросы в области биологии психопатологий<br>нейрофизиологические механизмы основных психических расстройств.<br><br>Уметь:<br>- анализировать статьи по проблемам биологии психопатологий;<br>- анализировать данные поведенческого фенотипирования (тесты приподнятый крестообразный лабиринт и светло-темная камера).<br><br><b>Компетенции </b>образовательного стандарта<br>- способность к абстрактному мышлению, анализу, синтезу (ОК-1)<br>- готовность к коммуникации в устной и письменной формах на государственном языке Российской федерации и иностранном языке для решения задач профессиональной деятельности (ОПК-1)<br>- готовность использовать знания о структуре и функциях мозга в профессиональной деятельности (ПК-11).<br></p>",{38793712},self_paced,6879,96,55363,ru,"Студенты направлений:
06.03.01 Биология,
06.04.01 Биология,
06.06.01 Биологические науки.

А также все интересующиеся физиологическими механизмами 
психопатологий.",false
50487,Правоведение ,false,"<p><i></i>﻿Курс посвящён основным понятиям и терминам права (правоотношения, нормативный правовой акт, правонарушение, юридическая ответственность, субъекты и объекты права, трудовой договор, гражданско-правой договор, наследование, семья, брак), а также важнейшим отраслям российского права: конституционное право, 

административное право, уголовное право,  гражданское право, трудовое право, семейное право.<br></p><p><br></p>",{69792539},self_paced,1059,123,6298,ru,"Курс рассчитан на студентов, изучающих дисциплины Правоведение, Право в неюридических вузах, а также на всех, интересующихся данной тематикой",false
50447,Олимпиада ОИК,false,"<p>Олимпиада разработана и проводится в поддержку учебного курса ""Основы информационной культуры школьника"". Положение о проведении районной ﻿олимпиады - <a href=""https://cloud.mail.ru/public/7XSc/WGkqGwkyR"" rel=""nofollow noopener noreferrer"" title=""Link: https://cloud.mail.ru/public/7XSc/WGkqGwkyR"">https://cloud.mail.ru/public/7XSc/WGkqGwkyR</a> ﻿<br></p><p>Если вы ещё не зарегистрировались как участник олимпиады, необходимо это сделать - <a href=""https://docs.google.com/forms/d/e/1FAIpQLSeofkpBY1kvH10Ytqrq13wQLpJrFDHL_2Pk2Q9-8rUsqQteIg/viewform"" rel=""nofollow noopener noreferrer"" title=""Link: https://docs.google.com/forms/d/e/1FAIpQLSeofkpBY1kvH10Ytqrq13wQLpJrFDHL_2Pk2Q9-8rUsqQteIg/viewform"">https://docs.google.com/forms/d/e/1FAIpQLSeofkpBY1kvH10Ytqrq13wQLpJrFDHL_2Pk2Q9-8rUsqQteIg/viewform</a>﻿<br></p><p>Для участия в олимпиаде необходимо вступить в класс - <a href=""https://stepik.org/join-class/ace000fc2b62fb08c9d2231b6a562218c51946c9"" rel=""nofollow noopener noreferrer"" title=""Link: https://stepik.org/join-class/ace000fc2b62fb08c9d2231b6a562218c51946c9"">https://stepik.org/join-class/ace000fc2b62fb08c9d2231b6a562218c51946c9</a>﻿</p>",{132771},ended,79,43,9070,ru,"",false
50422,Easy English,false,"<p>Easy English является заочным курсом английского языка для  8, 9, 10, 11 классов. Easy English содержит задания на актуализацию и отработку знаний по пройденным в учебном году темам. Курс дает возможность самостоятельного изучения и повторения пройденных тем, отработки знаний и умений. О<span>нлайн уроки по </span><b>английскому</b><span> </span><b>языку</b><span>.</span></p>",{69289282},self_paced,4921,323,63327,ru,Ученики МБОУ СОШ №1,false
50396,"Видеокурс ""Построение бизнес-процессов для экопредпринимателей""",false,"<p>Курс состоит из видеолекций, каждая из которых затрагивает важные аспекты управления бизнесом и социальными проектами в области защиты окружающей среды, обращения с отходами, экологической безопасности и ресурсосбережения.<br></p><p>

Видеолекции, представленные в курсе, подготовлены НП ""Центр содействия экологическому предпринимательству"" (ЦСЭП) в рамках социального (некоммерческого) проекта <b>""Программа по предоставлению безвозмездных консультаций экопредпринимателям""</b>. </p><p>Программа дает возможность предпринимателям на бесплатной основе получить профессиональную консультационную и информационную поддержку в форме видеолекций, индивидуальных консультаций и информационно-справочной ленты на сайте ЦСЭП (<a href=""http://ecobiz-center.ru/calendar"" rel=""nofollow noopener noreferrer"" title=""Link: http://ecobiz-center.ru/calendar"">календарь отраслевых мероприятий </a>и <a href=""http://ecobiz-center.ru/zakony"" rel=""nofollow noopener noreferrer"">новости экозаконодательства</a>).<br></p>Видеолекции охватывают следующие вопросы: <br>- формирование стратегии развития и коммерциализации проекта на новом рынке обращения с отходами и экотехнологий;<br>- построение бизнес-процессов по управлению маркетингом, финансами, PR-продвижением, кадрами и др.;  <br>- финансирование, привлечение ресурсов;<br>- межсекторное взаимодействие и налаживание партнерских отношений в условиях реформы экологического законодательства. <p>Курс будет пополняться лекциями, записями вебинаров и видео-интервью от экспертов ЦСЭП на актуальные для экопредпринимателей темы.<br></p><p><b>ОТЛИЧИТЕЛЬНАЯ ОСОБЕННОСТЬ КУРСА</b><b>: </b></p><p>В процессе прохождения курса можно задать вопросы экспертам ЦСЭП, записавшись на<b> 

бесплатную индивидуальную консультацию</b>. Для этого нужно пройти по ссылке непосредственно на платформе Stepik и

заполнить заявку на сайте ЦСЭП: <a href=""http://ecobiz-center.ru/ru/consultations"" rel=""nofollow noopener noreferrer"" title=""Link: http://ecobiz-center.ru/ru/consultations"">http://ecobiz-center.ru/ru/consultations</a></p><p>

Индивидуальные консультации проводятся в формате видеоконференций (или в очной форме на территории московского региона).

<br></p><p>На консультации 

с экспертами Центра 

экопредприниматели могут получить конкретную информацию по развитию своего экопроекта вне зависимости от стадии его развития и опыта
предпринимательской деятельности.


Консультации включают диагностику проекта. </p>",{68752195},self_paced,244,11,11614,ru,"Социальные предприниматели, стартап-команды, лидеры общественных инициатив,  ведущие или начинающе свою деятельность в области экологии (обращение с отходами, экологическая безопасность, ресурсосбережение) и испытывающим трудности с продвижением, коммерциализацией своих технологий, услуг, обеспечением устойчивости организации на новом формирующемся рынке.",false
